TENT_ID,Name,Species ID,Species (Binomial),IUCN Category,Type,Not Found in Existing mnWHA Sites
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,61417,Squatina aculeata,CR,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,61418,Squatina oculata,CR,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,63100,Dipturus oxyrinchus,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,63120,Raja asterias,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,170244,Pagellus bogaraveo,NT,Marine Fish,FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,170245,Dentex dentex,VU,Marine Fish,FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,187654,Labrus viridis,VU,Marine Fish,FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras",FALSE
158,Archipelago of La Maddalena and Islands of Bocche di Bonifacio,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,2478,Balaenoptera physalus,VU,Marine Mammals,FALSE
159,Island of Asinara,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,3897,Caretta caretta,VU,Reptiles,FALSE
159,Island of Asinara,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,4615,Chelonia mydas,EN,Reptiles,FALSE
159,Island of Asinara,6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,6494,Dermochelys coriacea,VU,Reptiles,FALSE
159,Island of Asinara,7859,Epinephelus marginatus,VU,Marine Fish,FALSE
159,Island of Asinara,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
159,Island of Asinara,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
159,Island of Asinara,21856,Thunnus alalunga,NT,Marine Fish,FALSE
159,Island of Asinara,21860,Thunnus thynnus,EN,Marine Fish,FALSE
159,Island of Asinara,39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39350,Leptocharias smithii,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
159,Island of Asinara,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,61417,Squatina aculeata,CR,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,61418,Squatina oculata,CR,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,63100,Dipturus oxyrinchus,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,170244,Pagellus bogaraveo,NT,Marine Fish,FALSE
159,Island of Asinara,170245,Dentex dentex,VU,Marine Fish,FALSE
159,Island of Asinara,187654,Labrus viridis,VU,Marine Fish,FALSE
159,Island of Asinara,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras",FALSE
159,Island of Asinara,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,2150,Arvicola sapidus,VU,Terrestrial Mammals,TRUE
161,Pelagos: The Cetacean Sanctuary,58052,Pelobates cultripes,NT,Amphibians,TRUE
161,Pelagos: The Cetacean Sanctuary,134293,Potamon fluviatile,NT,Freshwater Crabs,TRUE
161,Pelagos: The Cetacean Sanctuary,2191,Astacus astacus,VU,Freshwater Crayfish,FALSE
161,Pelagos: The Cetacean Sanctuary,2430,Austropotamobius pallipes,EN,Freshwater Crayfish,FALSE
161,Pelagos: The Cetacean Sanctuary,2478,Balaenoptera physalus,VU,Marine Mammals,FALSE
161,Pelagos: The Cetacean Sanctuary,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,3897,Caretta caretta,VU,Reptiles,FALSE
161,Pelagos: The Cetacean Sanctuary,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,4615,Chelonia mydas,EN,Reptiles,FALSE
161,Pelagos: The Cetacean Sanctuary,6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,6494,Dermochelys coriacea,VU,Reptiles,FALSE
161,Pelagos: The Cetacean Sanctuary,7859,Epinephelus marginatus,VU,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
161,Pelagos: The Cetacean Sanctuary,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,12419,Lutra lutra,NT,Terrestrial Mammals,FALSE
161,Pelagos: The Cetacean Sanctuary,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
161,Pelagos: The Cetacean Sanctuary,21856,Thunnus alalunga,NT,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,21860,Thunnus thynnus,EN,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39350,Leptocharias smithii,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,39399,Raja clavata,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
161,Pelagos: The Cetacean Sanctuary,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,61408,Rostroraja alba,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,61417,Squatina aculeata,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,61418,Squatina oculata,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,63100,Dipturus oxyrinchus,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,63120,Raja asterias,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,63131,Rhinobatos rhinobatos,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,63153,Gymnura altavela,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,132722,Epinephelus aeneus,NT,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,161339,Raja radula,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161425,Raja undulata,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161461,Leucoraja fullonica,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161463,Rhinoptera marginata,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161464,Leucoraja circularis,EN,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161691,Raja brachyura,NT,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,170244,Pagellus bogaraveo,NT,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,170245,Dentex dentex,VU,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,170314,Makaira nigricans,VU,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,170322,Kajikia albida,VU,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,187654,Labrus viridis,VU,Marine Fish,FALSE
161,Pelagos: The Cetacean Sanctuary,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,104050689,Glaucostegus cemiculus,CR,"Sharks, Rays, Chimaeras",FALSE
161,Pelagos: The Cetacean Sanctuary,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39371,Carcharhinus leiodon,EN,"Sharks, Rays, Chimaeras",TRUE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),161426,Chiloscyllium arabicum,NT,"Sharks, Rays, Chimaeras",TRUE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),70680197,Carcharhinus dussumieri,EN,"Sharks, Rays, Chimaeras",TRUE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),104023514,Aetomylaeus milvus,EN,"Sharks, Rays, Chimaeras",TRUE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),3897,Caretta caretta,VU,Reptiles,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),8005,Eretmochelys imbricata,CR,Reptiles,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),11534,Lepidochelys olivacea,VU,Reptiles,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39383,Scoliodon laticaudus,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41714,Tursiops aduncus,NT,Marine Mammals,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41810,Eusphyra blochii,EN,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41854,Rhynchobatus laevis,CR,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),60117,Gymnura poecilura,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),161447,Rhinobatos punctifer,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),161695,Chaenogaleus macrostoma,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),170316,Scomberomorus commerson,NT,Marine Fish,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),198920,Neophocaena phocaenoides,VU,Marine Mammals,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),70682503,Pastinachus sephen,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),82031633,Sousa plumbea,EN,Marine Mammals,FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),104176764,Brevitrygon walga,NT,"Sharks, Rays, Chimaeras",FALSE
173,Boubyan Island and Mubarak Al Kabeer Marine Reserve (MAKMR),110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),2477,Balaenoptera musculus,EN,Marine Mammals,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),3897,Caretta caretta,VU,Reptiles,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),11534,Lepidochelys olivacea,VU,Reptiles,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),44673,Epinephelus fuscoguttatus,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),61339,Epinephelus polyphekadion,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),63571,Bolbometopon muricatum,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),64411,Plectropomus areolatus,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),165712,Chaetodon trifascialis,NT,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),170314,Makaira nigricans,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),170341,Thunnus orientalis,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),180265,Actinopyga miliaris,VU,Sea Cucumbers,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),180337,Actinopyga mauritiana,VU,Sea Cucumbers,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),180440,Holothuria whitmaei,EN,Sea Cucumbers,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),194299,Albula glossodonta,VU,Marine Fish,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),200715,Holothuria fuscogilva,VU,Sea Cucumbers,FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras",FALSE
180,Mili Atoll Nature Conservancy (and Nadrikdrik),110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,2475,Balaenoptera borealis,EN,Marine Mammals,FALSE
183,Los Petenes Ría Celestún,2477,Balaenoptera musculus,EN,Marine Mammals,FALSE
183,Los Petenes Ría Celestún,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,3897,Caretta caretta,VU,Reptiles,FALSE
183,Los Petenes Ría Celestún,4615,Chelonia mydas,EN,Reptiles,FALSE
183,Los Petenes Ría Celestún,5659,Crocodylus acutus,VU,Reptiles,FALSE
183,Los Petenes Ría Celestún,6494,Dermochelys coriacea,VU,Reptiles,FALSE
183,Los Petenes Ría Celestún,7860,Hyporthodus nigritus,NT,Marine Fish,FALSE
183,Los Petenes Ría Celestún,7861,Hyporthodus niveatus,VU,Marine Fish,FALSE
183,Los Petenes Ría Celestún,7862,Epinephelus striatus,CR,Marine Fish,FALSE
183,Los Petenes Ría Celestún,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
183,Los Petenes Ría Celestún,11130,Lachnolaimus maximus,VU,Marine Fish,FALSE
183,Los Petenes Ría Celestún,11533,Lepidochelys kempii,CR,Reptiles,FALSE
183,Los Petenes Ría Celestún,12304,Lontra longicaudis,NT,Terrestrial Mammals,FALSE
183,Los Petenes Ría Celestún,14050,Mycteroperca microlepis,VU,Marine Fish,FALSE
183,Los Petenes Ría Celestún,18175,Pristis pectinata,CR,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
183,Los Petenes Ría Celestún,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras",FALSE
183,Los Petenes Ría Celestún,21471,Tapirus bairdii,EN,Terrestrial Mammals,FALSE
183,Los Petenes Ría Celestún,21856,Thunnus alalunga,NT,Marine Fish,FALSE
183,Los Petenes Ría Celestún,22103,Trichechus manatus,VU,Marine Mammals,FALSE
