ZONE,Name,Species ID,Species (Binomial),IUCN Category,Type
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39394,Rhynchobatus djiddensis,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41714,Tursiops aduncus,NT,Marine Mammals
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41816,Hemigaleus microstoma,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,44673,Epinephelus fuscoguttatus,VU,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,60117,Gymnura poecilura,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,60119,Aetobatus flagellum,EN,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,61339,Epinephelus polyphekadion,VU,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,63571,Bolbometopon muricatum,VU,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,64411,Plectropomus areolatus,VU,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161408,Glaucostegus halavi,CR,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161431,Urogymnus granulatus,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161447,Rhinobatos punctifer,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161480,Mustelus mosis,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,165712,Chaetodon trifascialis,NT,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,170316,Scomberomorus commerson,NT,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,180257,Holothuria scabra,EN,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,180265,Actinopyga miliaris,VU,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,180326,Holothuria nobilis,EN,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,180337,Actinopyga mauritiana,VU,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,180481,Thelenota ananas,EN,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,180518,Actinopyga echinites,VU,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,194299,Albula glossodonta,VU,Marine Fish
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,200715,Holothuria fuscogilva,VU,Sea Cucumbers
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,70682503,Pastinachus sephen,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,82031633,Sousa plumbea,EN,Marine Mammals
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,104176764,Brevitrygon walga,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,107605014,Maculabatis ambigua,NT,"Sharks, Rays, Chimaeras"
23,Sanganeb Marine National Park and Dungonab Bay - Mukkawar Island Marine National Park,118360372,Plectropomus marisrubri,VU,Marine Fish
24,Aldabra Atoll,2475,Balaenoptera borealis,EN,Marine Mammals
24,Aldabra Atoll,2477,Balaenoptera musculus,EN,Marine Mammals
24,Aldabra Atoll,2480,Balaenoptera bonaerensis,NT,Marine Mammals
24,Aldabra Atoll,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,3897,Caretta caretta,VU,Reptiles
24,Aldabra Atoll,4615,Chelonia mydas,EN,Reptiles
24,Aldabra Atoll,6494,Dermochelys coriacea,VU,Reptiles
24,Aldabra Atoll,6909,Dugong dugon,VU,Marine Mammals
24,Aldabra Atoll,8005,Eretmochelys imbricata,CR,Reptiles
24,Aldabra Atoll,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,11534,Lepidochelys olivacea,VU,Reptiles
24,Aldabra Atoll,18596,Pseudorca crassidens,NT,Marine Mammals
24,Aldabra Atoll,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,21856,Thunnus alalunga,NT,Marine Fish
24,Aldabra Atoll,21857,Thunnus albacares,NT,Marine Fish
24,Aldabra Atoll,21859,Thunnus obesus,VU,Marine Fish
24,Aldabra Atoll,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,41755,Physeter macrocephalus,VU,Marine Mammals
24,Aldabra Atoll,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,41871,Centrophorus squamosus,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,44673,Epinephelus fuscoguttatus,VU,Marine Fish
24,Aldabra Atoll,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,61339,Epinephelus polyphekadion,VU,Marine Fish
24,Aldabra Atoll,63571,Bolbometopon muricatum,VU,Marine Fish
24,Aldabra Atoll,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,165712,Chaetodon trifascialis,NT,Marine Fish
24,Aldabra Atoll,170309,Kajikia audax,NT,Marine Fish
24,Aldabra Atoll,170314,Makaira nigricans,VU,Marine Fish
24,Aldabra Atoll,170316,Scomberomorus commerson,NT,Marine Fish
24,Aldabra Atoll,180257,Holothuria scabra,EN,Sea Cucumbers
24,Aldabra Atoll,180275,Holothuria lessoni,EN,Sea Cucumbers
24,Aldabra Atoll,180326,Holothuria nobilis,EN,Sea Cucumbers
24,Aldabra Atoll,180481,Thelenota ananas,EN,Sea Cucumbers
24,Aldabra Atoll,180518,Actinopyga echinites,VU,Sea Cucumbers
24,Aldabra Atoll,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,200715,Holothuria fuscogilva,VU,Sea Cucumbers
24,Aldabra Atoll,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
24,Aldabra Atoll,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,2475,Balaenoptera borealis,EN,Marine Mammals
25,Everglades National Park,2477,Balaenoptera musculus,EN,Marine Mammals
25,Everglades National Park,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,3897,Caretta caretta,VU,Reptiles
25,Everglades National Park,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,4615,Chelonia mydas,EN,Reptiles
25,Everglades National Park,5659,Crocodylus acutus,VU,Reptiles
25,Everglades National Park,6494,Dermochelys coriacea,VU,Reptiles
25,Everglades National Park,7860,Hyporthodus nigritus,NT,Marine Fish
25,Everglades National Park,7861,Hyporthodus niveatus,VU,Marine Fish
25,Everglades National Park,7862,Epinephelus striatus,CR,Marine Fish
25,Everglades National Park,8005,Eretmochelys imbricata,CR,Reptiles
25,Everglades National Park,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,11130,Lachnolaimus maximus,VU,Marine Fish
